Source,ID,Timestamp,Name,Latitude,Longitude,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Pressure,Wind Speed
gov,31390932574706768021562473002,04/06/2025 20:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,40,39.28624765624999,37.88335161132813,19.847229,,3.8375,1.51568,27.61,82.0,1009.0,2.88
gov,31388839920718814259329251882,04/06/2025 20:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,35,27.85031909179688,34.97305418130257,2.52825,6.3871,5.582656249999999,0.75448,28.03,83.0,1008.0,4.12
gov,29213751141295132066317063859,04/06/2025 20:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.2989865,,,2.5742000000000003,,,,
gov,28560877461938780203765592307,04/06/2025 21:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,97,96.85099638671876,62.5908229248047,7.9959165,29.0379,23.182281250000003,10.46572,28.96,85.0,1008.0,0.9
gov,31390908889087377344742439468,04/06/2025 21:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,81,81.25613813476564,59.50749653320313,16.505425,0.43335,8.151125,2.6020000000000003,29.01,87.0,1008.0,1.76
gov,31390916083317566102523755051,04/06/2025 21:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,50,50.39857294921875,,42.349204,16.39375,,,27.82,79.0,1008.0,3.6
gov,31388851800421997746903202346,04/06/2025 21:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,33,30.468731347656245,32.625135571289064,9.1590125,3.61585,7.867968749999999,2.02032,30.01,79.0,1008.0,2.06
gov,28505268571336961948594948504,04/06/2025 21:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,28,28.28801796875,18.6814203125,11.7717045,22.62875,61.69062499999999,,25.71,93.0,1008.0,2.26
gov,31388839920718814259329251882,04/06/2025 21:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,36,31.315470800781245,35.623649030868926,3.7850835,6.54085,6.9859375,0.97748,28.03,83.0,1008.0,3.6
gov,29213751141295132066317063859,04/06/2025 21:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.2963915,,,0.7149200000000001,,,,
gov,31390903576425084107499649578,04/06/2025 22:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,82,81.90893979492189,56.778822576045016,19.0403915,,13.8671875,4.67532,29.0,90.0,1008.0,2.7
gov,28560877461938780203765592307,04/06/2025 22:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,91,91.37932431640624,61.32149010009766,8.077021,27.0879,22.52421875,10.46572,28.96,90.0,1008.0,2.67
gov,31390908889087377344742439468,04/06/2025 22:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,76,76.22713994140625,58.91613479003905,15.9128335,0.27375,5.77840625,2.70868,29.01,92.0,1008.0,2.71
gov,31390916083317566102523755051,04/06/2025 22:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,55,55.10075966796876,,37.5649335,13.8079,,,27.26,83.0,1009.0,4.63
gov,31388851800421997746903202346,04/06/2025 22:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,31,29.614565673828128,30.890927795989647,8.4006375,3.4729,9.601375,1.927,29.01,79.0,1009.0,1.54
gov,29195707587706641566224751462,04/06/2025 22:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,102,102.39078291829426,51.64430008544922,7.721819000000001,,,4.23768,26.35,95.0,1008.0,1.97
gov,28505268571336961948594948504,04/06/2025 22:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,24,24.35982832031249,16.259102734375,11.70059,22.62875,61.69062499999999,,25.67,94.0,1008.0,2.03
gov,31387251434693138681789561386,04/06/2025 22:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,37.47375,30.643125,42.826404,,,9.79332,28.25,83.0,1008.0,1.48
gov,31388883344354363840031242796,04/06/2025 22:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,76,75.94946151434998,,16.947104,,6.7955625,1.56068,27.48,88.0,1008.0,0.11
gov,31390932574706768021562473002,04/06/2025 22:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,48,47.80509721679688,34.467190063476565,15.227321,,11.1921875,1.74532,26.95,88.0,1009.0,2.63
gov,31388839920718814259329251882,04/06/2025 22:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,38,37.721117187500006,38.15310500629693,5.0582585,6.7579,11.57471875,0.8644000000000001,27.03,94.0,1009.0,4.63
gov,29213751141295132066317063859,04/06/2025 22:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.2944415,,,0.6480000000000001,,,,
gov,31390903576425084107499649578,04/06/2025 23:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,67,66.77652558593748,54.61274129246144,18.9688915,,14.440625,4.62532,29.0,90.0,1008.0,2.7
gov,28560877461938780203765592307,04/06/2025 23:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,91,90.76441699218748,59.48729299316405,5.9730835,20.155,18.6450625,,28.96,89.0,1008.0,2.67
gov,31390908889087377344742439468,04/06/2025 23:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,72,71.66016928710937,58.6917767578125,14.8490915,0.2346,6.27396875,2.23632,29.01,91.0,1008.0,2.71
gov,31390916083317566102523755051,04/06/2025 23:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,56,56.37367265625,,33.5898625,11.2325,,,27.26,83.0,1009.0,4.63
gov,31388851800421997746903202346,04/06/2025 23:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,36,35.507677490234364,34.041297809666624,8.2261085,3.36915,7.0791562500000005,1.9210000000000005,29.01,79.0,1009.0,1.54
gov,29195707587706641566224751462,04/06/2025 23:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,123,122.91505143229166,56.365791271972654,8.126820500000001,,,3.85876,26.37,94.0,1008.0,1.97
gov,28505268571336961948594948504,04/06/2025 23:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,20,20.220095703125,13.56236025390625,11.681289,22.62875,61.69062499999999,,25.7,94.0,1008.0,2.03
gov,31387251434693138681789561386,04/06/2025 23:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,37.47375,30.643125,41.400079,,,10.35868,28.25,83.0,1008.0,1.48
gov,31388883344354363840031242796,04/06/2025 23:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,76,75.71300422440589,,15.6110125,,7.232374999999999,1.21168,27.5,87.0,1008.0,0.11
gov,31390932574706768021562473002,04/06/2025 23:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,63,50.99999941406251,35.22992956542969,13.0603915,,9.11040625,1.50032,26.94,89.0,1009.0,2.63
gov,31388839920718814259329251882,04/06/2025 23:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,46,43.69003271484376,46.280090496723766,3.887175,5.54,6.03853125,1.022,27.03,94.0,1009.0,3.09
gov,29213751141295132066317063859,04/06/2025 23:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.2924045,,,2.8622,,,,
gov,31390903576425084107499649578,05/06/2025 00:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,66,65.54156918945314,53.98618876647439,18.0092375,,7.51978125,4.484000000000001,28.0,90.0,1008.0,2.64
gov,28560877461938780203765592307,05/06/2025 00:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,103,103.19542948404948,59.95685893554688,4.422562500000001,13.70915,19.30415625,,27.96,90.0,1008.0,2.64
gov,31390908889087377344742439468,05/06/2025 00:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,65,65.36876401367188,56.521320861816406,14.0786875,0.25125,5.66953125,2.20768,28.01,91.0,1008.0,2.64
gov,31390916083317566102523755051,05/06/2025 00:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,57,56.972794824218745,,31.729771000000003,9.13835,,,27.26,84.0,1009.0,3.09
gov,31388851800421997746903202346,05/06/2025 00:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,42,42.25054687499999,37.98435959099949,7.9901415,3.21625,4.578125,2.057,29.01,84.0,1009.0,1.03
gov,29195707587706641566224751462,05/06/2025 00:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,108,107.86939933268228,57.83799975585937,7.128309000000001,,,3.87756,26.07,95.0,1008.0,2.13
gov,28505268571336961948594948504,05/06/2025 00:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,18,17.880229296875,12.03275419921875,11.6502835,22.62875,61.69062499999999,,25.57,94.0,1008.0,2.43
gov,31387251434693138681789561386,05/06/2025 00:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,37.47375,30.643125,40.0915915,,,9.72432,27.96,84.0,1007.0,0.98
gov,31388883344354363840031242796,05/06/2025 00:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,79,78.93304339653758,,15.990871,,11.267375,1.45632,27.26,87.0,1007.0,0.83
gov,31390932574706768021562473002,05/06/2025 00:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,52,52.33218251953125,36.71851650390624,12.7217625,,10.061875,1.711,26.28,90.0,1009.0,2.42
gov,31388839920718814259329251882,05/06/2025 00:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,51,46.29848027343749,51.37806770731934,1.1031435,4.32915,6.5565,0.54332,27.03,94.0,1009.0,3.09
gov,29213751141295132066317063859,05/06/2025 00:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.294268,,,2.1774400000000003,,,,
gov,31390903576425084107499649578,05/06/2025 01:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,74,73.9469629394531,55.40468521543755,20.007496,,12.57109375,4.5206800000000005,27.0,92.0,1007.0,2.66
gov,28560877461938780203765592307,05/06/2025 01:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,108,108.1493498128255,60.3280310546875,4.40825,13.5125,20.12084375,,26.96,92.0,1007.0,2.65
gov,31390908889087377344742439468,05/06/2025 01:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,54,54.11933110351563,54.34349078369141,13.5983625,0.2425,4.590875,2.2550000000000003,27.01,91.0,1007.0,2.48
gov,31390916083317566102523755051,05/06/2025 01:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,58,57.512826855468745,,31.463737500000004,8.37415,,,26.71,84.0,1009.0,1.54
gov,31388851800421997746903202346,05/06/2025 01:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,45,45.114794921875,38.859087991566,7.301533500000001,3.015,8.046875,1.57868,28.01,89.0,1008.0,2.06
gov,29195707587706641566224751462,05/06/2025 01:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,107,106.95445874023436,57.754689160156246,4.9900225,,,4.1974800000000005,26.78,90.0,1007.0,0.9
gov,28505268571336961948594948504,05/06/2025 01:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,20,19.55545166015625,13.270361474609372,11.4687365,22.62875,61.69062499999999,,25.42,95.0,1007.0,2.32
gov,31387251434693138681789561386,05/06/2025 01:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,37.47375,30.643125,43.984946,,,8.875680000000001,27.95,87.0,1007.0,1.59
gov,31388883344354363840031242796,05/06/2025 01:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,82,82.1973514378788,,15.4521125,,6.949718750000001,1.6766800000000002,27.42,89.0,1007.0,0.81
gov,31390932574706768021562473002,05/06/2025 01:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,54,53.62408417968749,37.8823306640625,12.035829,,9.471875,2.1140000000000003,26.35,90.0,1008.0,2.65
gov,31388839920718814259329251882,05/06/2025 01:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,52,44.28110517578127,52.00020751334843,0.645025,4.5521,4.9935,1.002,26.03,100.0,1009.0,1.54
gov,29213751141295132066317063859,05/06/2025 01:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.295429,,,0.7320000000000001,,,,
gov,31390903576425084107499649578,05/06/2025 02:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,82,81.64523481445312,57.632740625787136,20.9579085,,6.5296875,4.54532,27.0,92.0,1007.0,2.09
gov,28560877461938780203765592307,05/06/2025 02:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,104,103.55196065266928,59.33242724609376,2.800479,10.5046,18.00834375,,26.96,92.0,1007.0,2.06
gov,31390908889087377344742439468,05/06/2025 02:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,56,52.32066005859375,56.18600263853625,13.192354,0.26085,4.44478125,2.113,27.01,92.0,1007.0,2.0
gov,31390916083317566102523755051,05/06/2025 02:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,59,58.67457548828125,,31.85615,7.5075,,,26.71,85.0,1007.0,0.51
gov,31388851800421997746903202346,05/06/2025 02:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,41,41.208042578125,41.48831762943121,8.1709625,3.09625,6.53021875,1.81568,28.01,83.0,1007.0,1.54
gov,29195707587706641566224751462,05/06/2025 02:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,86,85.6761889160156,58.07125455322266,5.3290435,,,4.162120000000001,26.55,91.0,1007.0,0.97
gov,28505268571336961948594948504,05/06/2025 02:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,18,18.35850693359376,12.475951318359373,11.391525,22.62875,61.69062499999999,,25.33,95.0,1007.0,2.12
gov,31387251434693138681789561386,05/06/2025 02:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,37.47375,30.643125,40.378604,,,8.88268,27.71,89.0,1007.0,1.77
gov,31388883344354363840031242796,05/06/2025 02:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,83,82.71357548968327,,15.280408500000002,,6.91303125,1.85868,27.07,92.0,1007.0,1.25
gov,31390932574706768021562473002,05/06/2025 02:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,56,56.24118291015625,40.27191484375,11.64885,,13.36375,2.18168,26.54,92.0,1008.0,2.19
gov,31388839920718814259329251882,05/06/2025 02:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,51,38.90238627929689,51.25716404759241,0.472193,4.17165,4.94765625,1.124,26.03,100.0,1008.0,0.51
gov,29213751141295132066317063859,05/06/2025 02:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.29373,,,0.7320000000000001,,,,
gov,31390903576425084107499649578,05/06/2025 03:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,80,80.12676777343748,57.09545349518957,17.146004,,6.057812500000001,4.30468,26.0,91.0,1006.0,2.07
gov,28560877461938780203765592307,05/06/2025 03:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,98,98.28313603515625,57.64404626464844,2.719375,7.95125,16.915625000000002,,25.96,91.0,1006.0,2.0
gov,31390908889087377344742439468,05/06/2025 03:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,58,55.77746689453126,58.16760286240728,12.9875875,0.2246,2.7234375,2.3103200000000004,26.01,91.0,1006.0,2.06
gov,31388851800421997746903202346,05/06/2025 03:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,45,44.865841796875,45.03187797445562,7.160696000000001,3.2596,8.984375,1.756,28.01,83.0,1007.0,1.03
gov,29195707587706641566224751462,05/06/2025 03:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,60,52.501827587890624,60.29287247314453,5.2732410000000005,,,3.97184,26.37,92.0,1007.0,0.85
gov,28505268571336961948594948504,05/06/2025 03:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,19,18.61243750000001,12.601656298828123,11.3923415,22.62875,61.69062499999999,,25.32,95.0,1007.0,1.93
gov,31387251434693138681789561386,05/06/2025 03:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,37.47375,30.643125,37.309229,,,9.127,27.65,88.0,1006.0,1.51
gov,31388883344354363840031242796,05/06/2025 03:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,83,82.91047260938119,,15.232771,,8.01353125,1.564,27.02,91.0,1006.0,1.68
gov,31390932574706768021562473002,05/06/2025 03:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,65,62.198829541015634,41.30675480053228,12.4721625,,13.556875,1.85568,26.47,93.0,1007.0,2.46
gov,31388839920718814259329251882,05/06/2025 03:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,51,35.3501673828125,51.06979109062604,1.3668700000000005,5.19335,8.338531249999999,1.7018000000000002,26.03,100.0,1007.0,0.51
gov,29213751141295132066317063859,05/06/2025 03:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.2976135,,,2.6443600000000003,,,,
gov,31390903576425084107499649578,05/06/2025 04:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,67,67.16152822265626,54.45081886911383,16.219046000000002,,9.6330625,4.17968,26.0,92.0,1007.0,1.93
gov,28560877461938780203765592307,05/06/2025 04:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,92,92.36322470703124,55.95901875339383,2.748,7.3946,18.72290625,,25.96,91.0,1007.0,1.87
gov,31390908889087377344742439468,05/06/2025 04:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,64,63.86197543945313,63.87788399364733,12.573621,0.24125,1.2743125,2.36132,26.01,92.0,1007.0,1.97
gov,31390916083317566102523755051,05/06/2025 04:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,69,69.4016233886719,,32.6815,8.2665,,,26.71,85.0,1007.0,1.54
gov,31388851800421997746903202346,05/06/2025 04:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,53,52.538878710937496,47.12839559964651,7.692929,2.85165,5.9690625,1.89032,28.01,78.0,1006.0,1.03
gov,29195707587706641566224751462,05/06/2025 04:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,108,108.1307616780599,62.50872182617188,5.547727,,,4.017320000000001,26.05,93.0,1007.0,1.18
gov,28505268571336961948594948504,05/06/2025 04:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,20,19.93171875,13.500378149414065,11.4001365,22.62875,61.69062499999999,,25.35,95.0,1007.0,1.95
gov,31387251434693138681789561386,05/06/2025 04:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,,,40.9767375,,,9.78568,27.23,90.0,1006.0,0.79
gov,31388883344354363840031242796,05/06/2025 04:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,83,83.20909869496055,,15.0356375,,8.8643125,1.521,26.59,93.0,1006.0,1.7
gov,31390932574706768021562473002,05/06/2025 04:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,64,64.26962836914063,45.798394868800266,12.133958500000002,,2.0875,1.49932,26.27,91.0,1008.0,1.85
gov,31388839920718814259329251882,05/06/2025 04:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,54,39.41056567382811,54.24729640821076,2.714375,6.58875,9.79915625,1.35032,26.03,94.0,1008.0,1.54
gov,29213751141295132066317063859,05/06/2025 04:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.3001335000000003,,,2.41568,,,,
gov,31390903576425084107499649578,05/06/2025 05:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,59,58.95647070312501,51.4201132762299,16.100337500000002,,3.84009375,4.23268,26.0,92.0,1007.0,1.92
gov,28560877461938780203765592307,05/06/2025 05:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,84,83.72423357403764,53.480730557968826,3.9311665,7.3321,24.96428125,,25.96,91.0,1007.0,1.84
gov,31390908889087377344742439468,05/06/2025 05:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,68,68.41919975585934,60.68987373369912,12.026946,0.25335,3.19453125,2.1546800000000004,26.01,92.0,1007.0,2.04
gov,31390916083317566102523755051,05/06/2025 05:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,74,73.58198295898437,,33.2556585,9.19625,,,27.26,85.0,1007.0,1.79
gov,31388851800421997746903202346,05/06/2025 05:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,62,62.31310922851562,50.249824211011045,7.131979,2.75415,3.741,1.8936800000000005,27.01,89.0,1007.0,2.57
gov,29195707587706641566224751462,05/06/2025 05:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,135,134.85830244954423,61.87367773796869,5.3153725,,,5.083880000000001,25.86,94.0,1007.0,1.15
gov,28505268571336961948594948504,05/06/2025 05:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,19,19.33465986328125,13.085019799804687,11.378354,22.62875,61.69062499999999,,25.36,95.0,1007.0,1.9
gov,31387251434693138681789561386,05/06/2025 05:00,Bắc Giang: Khu liên cơ quan tỉnh Bắc Giang - P. Ngô Quyền - TP. Bắc Giang (KK),21.3015,106.22603,-,,,37.776179000000006,,,10.465000000000002,27.12,90.0,1007.0,0.33
gov,31388883344354363840031242796,05/06/2025 05:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,83,83.18060768518403,,15.2275625,,10.36040625,1.71232,26.35,94.0,1007.0,1.67
gov,31390932574706768021562473002,05/06/2025 05:00,Long An: UBND Tp Tân An - 76 Hùng Vương - P.2 (KK),10.5391,106.4045,62,61.79855649414063,48.84087272389301,12.071354,,10.490625,1.51368,25.84,94.0,1008.0,2.08
gov,31388839920718814259329251882,05/06/2025 05:00,"Bình Dương: số 593 Đại lộ Bình Dương, P. Hiệp Thành (KK)",10.9923,106.6577,59,47.229562451171866,58.88018267822266,4.880804,5.30915,6.9893125000000005,1.4806800000000002,25.03,100.0,1008.0,1.54
gov,29213751141295132066317063859,05/06/2025 05:00,Quảng Bình: Khu kinh tế Hòn La (KK),17.9329,106.4966,-,5.036190625,2.6764750000000004,3.2999165,,,1.50916,,,,
gov,31390903576425084107499649578,05/06/2025 06:00,Hà Nội: ĐHBK cổng Parabol đường Giải Phóng (KK),21.0052,105.8418,62,62.15700610351562,50.60564056217757,16.1217375,,8.85703125,4.15768,27.0,91.0,1007.0,1.92
gov,28560877461938780203765592307,05/06/2025 06:00,Hà Nội: 556 Nguyễn Văn Cừ (KK),21.0491,105.8831,76,76.08730205950702,51.85911414592539,7.447271,6.32365,23.42290625,,26.96,90.0,1007.0,1.83
gov,31390908889087377344742439468,05/06/2025 06:00,Hà Nội: Công viên Nhân Chính - Khuất Duy Tiến (KK),21.0031,105.7947,66,66.41438120117186,61.96674415644786,13.5388875,0.3054,2.203125,2.29768,27.01,91.0,1007.0,2.01
gov,31390916083317566102523755051,05/06/2025 06:00,HCM: Khu Liên cơ quan Bộ Tài Nguyên và Môi Trường - số 20 Đ. Lý Chính Thắng (KK),10.7823,106.6834,73,73.45066513671877,,32.3236625,9.09875,,,27.26,85.0,1008.0,1.03
gov,31388851800421997746903202346,05/06/2025 06:00,Đà Nẵng: Khuôn viên trường ĐH sư phạm Đà Nẵng (KK),16.0622,108.1594,65,64.80304956054685,50.74187741617099,9.578096,2.92665,2.55259375,1.7553200000000002,27.01,89.0,1007.0,2.06
gov,29195707587706641566224751462,05/06/2025 06:00,Thái nguyên: Đường Hùng Vương - Tp Thái Nguyên (KK),21.59315,105.8431,99,98.899471875,58.65030829665999,5.0778685,,,5.75856,26.2,93.0,1008.0,1.24
gov,28505268571336961948594948504,05/06/2025 06:00,Phú Thọ: đường Hùng Vương - Tp Việt Trì (KK),21.33847,105.3633,21,20.589112744140625,13.950978491210938,11.38742,22.62875,61.69062499999999,,25.45,94.0,1008.0,2.14
gov,31388883344354363840031242796,05/06/2025 06:00,Hà Nam: Công Viên Nam Cao - P.Quang Trung - TP. Phủ Lý (KK),20.536,105.9165,82,81.89060057774411,,14.5836125,,10.67290625,1.56868,26.63,93.0,1007.0,1.43
